filename,artist,style,genre
34080.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
56641.jpg,Claude Monet,Impressionism,landscape
23565.jpg,William-Adolphe Bouguereau,Neoclassicism,religious painting
37573.jpg,Giulio Turcato,Lyrical Abstraction,abstract
51492.jpg,John Bauer,Art Nouveau (Modern),landscape
79528.jpg,John Bauer,Art Nouveau (Modern),landscape
64311.jpg,Thomas Eakins,Realism,portrait
44166.jpg,Ferdinand Hodler,Romanticism,landscape
40565.jpg,Giovanni Battista Piranesi,Neoclassicism,interior
10590.jpg,Caspar David Friedrich,Romanticism,self-portrait
8587.jpg,Andrei Rublev,Byzantine,religious painting
98150.jpg,Giovanni Battista Piranesi,Neoclassicism,capriccio
45482.jpg,Felix Vallotton ,Magic Realism,landscape
70787.jpg,Alphonse Mucha,Art Nouveau (Modern),allegorical painting
33511.jpg,Allan Ramsay,Rococo,portrait
95183.jpg,Giovanni Battista Piranesi,Neoclassicism,capriccio
36944.jpg,Giovanni Battista Piranesi,Neoclassicism,veduta
67530.jpg,Karl Bodmer,Romanticism,landscape
22248.jpg,Vladimir Borovikovsky,Rococo,portrait
32755.jpg,Giovanni Battista Piranesi,Neoclassicism,capriccio
73244.jpg,Giovanni Battista Piranesi,Neoclassicism,capriccio
62672.jpg,Francesco Solimena,Baroque,portrait
6282.jpg,Konstantinos Volanakis,Impressionism,marina
63452.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
74387.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
43940.jpg,Pietro Perugino,High Renaissance,religious painting
23375.jpg,Karl Bodmer,Romanticism,genre painting
52850.jpg,Claude Monet,Impressionism,cityscape
90288.jpg,Camille Corot,Realism,landscape
24726.jpg,Carl Larsson,Art Nouveau (Modern),interior
11091.jpg,Carl Larsson,Art Nouveau (Modern),genre painting
90385.jpg,Albrecht Durer,Northern Renaissance,self-portrait
4268.jpg,Carl Larsson,Art Nouveau (Modern),genre painting
23250.jpg,Carl Larsson,Art Nouveau (Modern),genre painting
58339.jpg,Raphael Kirchner,Art Nouveau (Modern),illustration
39893.jpg,Rudolf von Alt,Romanticism,cityscape
97356.jpg,Claude Monet,Impressionism,landscape
48500.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
6721.jpg,Ferdinand Hodler,Symbolism,sketch and study
9125.jpg,Thomas Eakins,Realism,portrait
92192.jpg,Edgar Degas,Impressionism,genre painting
72432.jpg,Le Nain brothers,Baroque,portrait
97028.jpg,Felix Vallotton ,Magic Realism,still life
89963.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
58805.jpg,Giovanni Battista Piranesi,Neoclassicism,veduta
49185.jpg,Giovanni Battista Piranesi,Neoclassicism,interior
74871.jpg,Ivan Aivazovsky,Romanticism,marina
35709.jpg,Carl Larsson,Art Nouveau (Modern),genre painting
44013.jpg,Felicien Rops,Symbolism,caricature
77251.jpg,Konstantinos Volanakis,Realism,marina
57846.jpg,Koloman Moser,Art Nouveau (Modern),poster
90330.jpg,Marcus Larson,Romanticism,marina
48554.jpg,Giovanni Battista Piranesi,Neoclassicism,veduta
67208.jpg,Giovanni Battista Piranesi,Neoclassicism,veduta
24633.jpg,Viktor Vasnetsov,Symbolism,mythological painting
63088.jpg,Karl Bodmer,Romanticism,genre painting
91362.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
52965.jpg,Albrecht Durer,Northern Renaissance,religious painting
22375.jpg,Ferdinand Hodler,Symbolism,sketch and study
83477.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
64308.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
71876.jpg,Giovanni Battista Piranesi,Neoclassicism,capriccio
30715.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
41435.jpg,Honore Daumier,Realism,genre painting
66331.jpg,Giovanni Battista Piranesi,Neoclassicism,interior
9797.jpg,Koloman Moser,Art Nouveau (Modern),sketch and study
80265.jpg,Carl Larsson,Art Nouveau (Modern),genre painting
78065.jpg,Giovanni Battista Piranesi,Neoclassicism,veduta
19873.jpg,Giovanni Battista Piranesi,Neoclassicism,landscape
70111.jpg,Karl Bodmer,Romanticism,landscape
43040.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
43927.jpg,Joshua Johnson,Naïve Art (Primitivism),portrait
77755.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
19749.jpg,James Tissot,Realism,genre painting
52678.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
82629.jpg,Karl Bodmer,Romanticism,landscape
50266.jpg,Karl Bodmer,Romanticism,genre painting
5669.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
60166.jpg,Koloman Moser,Symbolism,sketch and study
29966.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
34943.jpg,James Tissot,Realism,genre painting
82151.jpg,Jean-Michel Basquiat,Neo-Expressionism,figurative
44149.jpg,Franz Stuck,Symbolism,portrait
43301.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
10260.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
15571.jpg,William-Adolphe Bouguereau,Neoclassicism,genre painting
96902.jpg,William-Adolphe Bouguereau,Neoclassicism,genre painting
27413.jpg,Sven Jonson,Surrealism,marina
83543.jpg,Koloman Moser,Art Nouveau (Modern),design
25287.jpg,Odilon Redon,Symbolism,symbolic painting
52880.jpg,Jan Steen,Baroque,genre painting
84097.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
13673.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
20418.jpg,Giovanni Battista Piranesi,Neoclassicism,veduta
5158.jpg,Giovanni Battista Piranesi,Neoclassicism,capriccio
4447.jpg,Georges de la Tour,Tenebrism,religious painting
7220.jpg,Giovanni Boldini,Realism,nude painting (nu)
45137.jpg,Bernhard Strigel,Northern Renaissance,religious painting
76556.jpg,Jean Cocteau,Expressionism,design
5645.jpg,Jean-Michel Basquiat,Neo-Expressionism,abstract
6628.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
91707.jpg,Diego Velazquez,Baroque,portrait
13929.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
72010.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
40152.jpg,James Tissot,Realism,genre painting
72270.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
88038.jpg,Vasily Vereshchagin,Realism,landscape
89915.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
94355.jpg,Jose Clemente Orozco,Muralism,symbolic painting
95685.jpg,Jose Clemente Orozco,Muralism,symbolic painting
82764.jpg,Claude Monet,Impressionism,flower painting
84112.jpg,Luc-Olivier Merson,Romanticism,design
12970.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
44174.jpg,Giovanni Battista Piranesi,Neoclassicism,landscape
14516.jpg,Giovanni Battista Piranesi,Neoclassicism,veduta
97158.jpg,Rudolf von Alt,Romanticism,landscape
3423.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
31428.jpg,Giovanni Battista Piranesi,Neoclassicism,veduta
46324.jpg,Alfred Sisley,Impressionism,landscape
1620.jpg,Niko Pirosmani,Naïve Art (Primitivism),genre painting
93666.jpg,Niko Pirosmani,Naïve Art (Primitivism),genre painting
75326.jpg,Jan van Hemessen,Northern Renaissance,religious painting
20717.jpg,Niko Pirosmani,Naïve Art (Primitivism),genre painting
72343.jpg,Niko Pirosmani,Naïve Art (Primitivism),genre painting
20796.jpg,Niko Pirosmani,Naïve Art (Primitivism),genre painting
2313.jpg,Jan van Hemessen,Northern Renaissance,religious painting
43522.jpg,Niko Pirosmani,Naïve Art (Primitivism),still life
5828.jpg,Jan van Hemessen,Northern Renaissance,religious painting
43988.jpg,Jan van Hemessen,Northern Renaissance,religious painting
76947.jpg,Mstislav Dobuzhinsky,Expressionism,cityscape
89965.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
27826.jpg,Gustav Klimt,Symbolism,portrait
28197.jpg,Hieronymus Bosch,Northern Renaissance,religious painting
16621.jpg,Rudolf von Alt,Romanticism,interior
100300.jpg,John Constable,Romanticism,history painting
99218.jpg,Dante Gabriel Rossetti,Romanticism,portrait
2807.jpg,Ferdinand Hodler,Realism,animal painting
47410.jpg,Karl Bodmer,Romanticism,landscape
72920.jpg,Hans Memling,Northern Renaissance,portrait
52003.jpg,Theophile Steinlen,Art Nouveau (Modern),landscape
46637.jpg,Rudolf von Alt,Romanticism,landscape
18706.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
41722.jpg,Giovanni Battista Piranesi,Neoclassicism,capriccio
31283.jpg,Konstantinos Volanakis,Realism,landscape
20699.jpg,Esaias van de Velde,Baroque,genre painting
73995.jpg,Paolo Uccello,Early Renaissance,battle painting
65415.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
55651.jpg,James Tissot,Realism,genre painting
72004.jpg,Taras Shevchenko,Romanticism,literary painting
4519.jpg,Arthur Hughes,Romanticism,genre painting
31596.jpg,Bernardo Bellotto,Rococo,cityscape
71965.jpg,Sandro Botticelli,Early Renaissance,allegorical painting
70762.jpg,Ferdinand Hodler,Symbolism,sketch and study
60641.jpg,Jan Sluyters,Post-Impressionism,cityscape
59086.jpg,Giovanni Battista Piranesi,Neoclassicism,interior
13527.jpg,Giovanni Battista Piranesi,Neoclassicism,interior
92461.jpg,Koloman Moser,Art Nouveau (Modern),portrait
55897.jpg,Henri de Toulouse-Lautrec,Art Nouveau (Modern),poster
63752.jpg,Esaias van de Velde,Baroque,genre painting
58752.jpg,Albrecht Altdorfer,Northern Renaissance,history painting
92783.jpg,Katsushika Hokusai,Ukiyo-e,sketch and study
28838.jpg,Ferdinand Hodler,Art Nouveau (Modern),sketch and study
59656.jpg,John William Waterhouse,Romanticism,religious painting
493.jpg,Francisco de Zurbaran,Baroque,still life
73974.jpg,Ferdinand Hodler,Symbolism,sketch and study
41490.jpg,Thomas Gainsborough,Rococo,portrait
7325.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
79303.jpg,Christopher Wood,Post-Impressionism,portrait
93259.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
90528.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
77603.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
6821.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
11195.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
16725.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
12999.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
47115.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
21931.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
26665.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
32899.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
83949.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
88641.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
54359.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
81691.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
50050.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
84564.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
59772.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
6985.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
94106.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
3707.jpg,Henri de Toulouse-Lautrec,Post-Impressionism,genre painting
91531.jpg,Emil Schumacher,Tachisme,abstract
79344.jpg,Matthias Grünewald,Northern Renaissance,religious painting
101947.jpg,Juan Gris,Cubism,still life
101178.jpg,James Tissot,Realism,genre painting
95078.jpg,William Turner,Romanticism,cityscape
102518.jpg,Gustav Klimt,Realism,portrait
81654.jpg,Jean-Michel Basquiat,Neo-Expressionism,figurative
8320.jpg,Ferdinand Georg Waldmüller,Romanticism,landscape
102765.jpg,Johannes Vermeer,Baroque,genre painting
24609.jpg,Gustave Moreau,Symbolism,mythological painting
85118.jpg,Koloman Moser,Art Nouveau (Modern),poster
2165.jpg,Paul Cezanne,Post-Impressionism,portrait
31790.jpg,William Turner,Romanticism,landscape
77838.jpg,Rudolf von Alt,Romanticism,landscape
51359.jpg,Esaias van de Velde,Baroque,genre painting
17040.jpg,Vittore Carpaccio,High Renaissance,religious painting
15053.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
30259.jpg,Paul Cezanne,Romanticism,portrait
74393.jpg,Niko Pirosmani,Naïve Art (Primitivism),still life
56396.jpg,Arnold Böcklin,Symbolism,mythological painting
6490.jpg,Giovanni Domenico Tiepolo,Rococo,animal painting
36554.jpg,Pietro Perugino,Early Renaissance,religious painting
15595.jpg,Vittore Carpaccio,High Renaissance,religious painting
46104.jpg,Paula Modersohn-Becker,Expressionism,portrait
62283.jpg,Ferdinand Hodler,Art Nouveau (Modern),self-portrait
8868.jpg,Aurel Cojan,Art Informel,abstract
12704.jpg,Konstantinos Volanakis,Realism,marina
14128.jpg,John Singer Sargent,Realism,genre painting
43269.jpg,Theophile Steinlen,Realism,sketch and study
29774.jpg,Paula Modersohn-Becker,Expressionism,landscape
6709.jpg,William-Adolphe Bouguereau,Neoclassicism,genre painting
90703.jpg,Jusepe de Ribera,Tenebrism,religious painting
98506.jpg,Johannes Vermeer,Baroque,genre painting
95715.jpg,Henri de Toulouse-Lautrec,Post-Impressionism,genre painting
89358.jpg,Henri de Toulouse-Lautrec,Art Nouveau (Modern),poster
60987.jpg,Koloman Moser,Art Nouveau (Modern),design
83057.jpg,Hugo van der Goes,Northern Renaissance,religious painting
80497.jpg,Sandro Botticelli,Early Renaissance,religious painting
36286.jpg,Hieronymus Bosch,Northern Renaissance,religious painting
17689.jpg,Ferdinand Hodler,Art Nouveau (Modern),sketch and study
75659.jpg,Jean-Francois Millet,Realism,genre painting
54362.jpg,Pavel Filonov,Analytical Realism,allegorical painting
83332.jpg,Olle Baertling,Concretism,abstract
102351.jpg,Vittore Carpaccio,High Renaissance,religious painting
1623.jpg,Lucas Cranach the Elder,Northern Renaissance,portrait
80713.jpg,Peter Paul Rubens,Baroque,history painting
14749.jpg,Theophile Steinlen,Realism,sketch and study
50325.jpg,Vasily Surikov,Realism,history painting
9089.jpg,Ferdinand Hodler,Art Nouveau (Modern),self-portrait
99398.jpg,Frans Snyders,Baroque,animal painting
11098.jpg,Pietro Perugino,High Renaissance,religious painting
81461.jpg,Johannes Vermeer,Baroque,genre painting
9834.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
89801.jpg,Henri de Toulouse-Lautrec,Post-Impressionism,portrait
36557.jpg,Paula Modersohn-Becker,Expressionism,self-portrait
9442.jpg,Keith Haring,Pop Art,poster
69532.jpg,Giovanni Paolo Panini,Baroque,interior
63504.jpg,Paul Cezanne,Post-Impressionism,genre painting
95254.jpg,Albrecht Durer,Northern Renaissance,religious painting
7432.jpg,Karl Bodmer,Romanticism,portrait
101538.jpg,Pietro Perugino,High Renaissance,religious painting
25623.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
30689.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
57863.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
67366.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
1666.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
95763.jpg,Francesco Hayez,Romanticism,religious painting
75309.jpg,Vincent van Gogh,Post-Impressionism,cityscape
872.jpg,Konstantin Vasilyev,Symbolism,self-portrait
95347.jpg,John Roddam Spencer Stanhope,Romanticism,genre painting
8828.jpg,Paula Modersohn-Becker,Expressionism,nude painting (nu)
38452.jpg,Leonardo da Vinci,High Renaissance,religious painting
52023.jpg,Claude Monet,Impressionism,landscape
54112.jpg,Albrecht Altdorfer,Northern Renaissance,religious painting
54454.jpg,Edward Burne-Jones,Romanticism,religious painting
87071.jpg,Orest Kiprensky,Romanticism,portrait
24232.jpg,Pieter de Hooch,Baroque,genre painting
71531.jpg,Thomas Eakins,Realism,sketch and study
100831.jpg,William Blake,Symbolism,religious painting
39817.jpg,Ivan Shishkin,Realism,landscape
7391.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
86058.jpg,Paolo Veronese,Mannerism (Late Renaissance),religious painting
18649.jpg,Henri Rousseau,Naïve Art (Primitivism),cityscape
32606.jpg,Paolo Veronese,Mannerism (Late Renaissance),allegorical painting
22787.jpg,Matthias Grünewald,Northern Renaissance,religious painting
4742.jpg,Karl Bodmer,Romanticism,portrait
10331.jpg,Karl Bodmer,Romanticism,genre painting
50750.jpg,Paolo Veronese,Mannerism (Late Renaissance),mythological painting
21520.jpg,Vincent van Gogh,Post-Impressionism,self-portrait
48079.jpg,Angelica Kauffman,Neoclassicism,portrait
64399.jpg,Frans Hals,Baroque,portrait
14184.jpg,Gustav Klimt,Art Nouveau (Modern),landscape
46862.jpg,Gustav Klimt,Art Nouveau (Modern),landscape
13182.jpg,Carlo Crivelli,Early Renaissance,religious painting
40524.jpg,Utagawa Kuniyoshi,Ukiyo-e,mythological painting
49287.jpg,Rudolf von Alt,Romanticism,interior
6812.jpg,Matthias Grünewald,Northern Renaissance,religious painting
10585.jpg,Pieter de Hooch,Baroque,genre painting
25600.jpg,Frederic Leighton,Academicism,mythological painting
69949.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
52646.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
54739.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
80589.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
101420.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
99848.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
36089.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
58201.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
24657.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
50350.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
21276.jpg,Childe Hassam,Impressionism,cityscape
38353.jpg,Pietro Perugino,Early Renaissance,religious painting
62756.jpg,Henri de Toulouse-Lautrec,Art Nouveau (Modern),genre painting
2089.jpg,John Bauer,Art Nouveau (Modern),mythological painting
5429.jpg,Felix Vallotton ,Realism,landscape
34599.jpg,Koloman Moser,Art Nouveau (Modern),design
7710.jpg,Paula Modersohn-Becker,Expressionism,portrait
101098.jpg,Gustav Klimt,Symbolism,allegorical painting
66707.jpg,Matthias Grünewald,Northern Renaissance,religious painting
29558.jpg,James Tissot,Japonism,portrait
59737.jpg,August Macke,Expressionism,genre painting
22368.jpg,Gustav Klimt,Art Nouveau (Modern),allegorical painting
85369.jpg,Frederic Leighton,Academicism,genre painting
20129.jpg,Konstantin Vasilyev,Symbolism,portrait
51929.jpg,Thomas Gainsborough,Rococo,portrait
80058.jpg,Mstislav Dobuzhinsky,Symbolism,interior
3205.jpg,Theophile Steinlen,Art Nouveau (Modern),animal painting
83168.jpg,Paula Modersohn-Becker,Expressionism,portrait
59855.jpg,Pierre-Narcisse Guerin,Neoclassicism,mythological painting
56026.jpg,Giovanni Domenico Tiepolo,Rococo,genre painting
37872.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
69487.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
39498.jpg,Albrecht Altdorfer,Northern Renaissance,religious painting
76811.jpg,Francisco de Zurbaran,Baroque,religious painting
33192.jpg,Caspar David Friedrich,Romanticism,sketch and study
48925.jpg,Odilon Redon,Impressionism,landscape
68855.jpg,Giovanni Battista Piranesi,Neoclassicism,interior
61206.jpg,Utagawa Kuniyoshi,Ukiyo-e,battle painting
51197.jpg,Henri de Toulouse-Lautrec,Post-Impressionism,portrait
49400.jpg,Pietro Perugino,High Renaissance,religious painting
92423.jpg,Mikhail Vrubel,Symbolism,literary painting
19517.jpg,Lyubov Popova,Suprematism,abstract
24475.jpg,Pietro Longhi,Rococo,portrait
68372.jpg,Ferdinand Hodler,Art Nouveau (Modern),symbolic painting
24054.jpg,Ferdinand Hodler,Art Nouveau (Modern),sketch and study
71781.jpg,Titian,Mannerism (Late Renaissance),battle painting
61337.jpg,Jacques-Louis David,Neoclassicism,self-portrait
77324.jpg,Utagawa Kuniyoshi,Ukiyo-e,mythological painting
48901.jpg,Frederic Leighton,Academicism,genre painting
33485.jpg,Paolo Veronese,Mannerism (Late Renaissance),allegorical painting
14369.jpg,William-Adolphe Bouguereau,Neoclassicism,genre painting
27014.jpg,Sven Jonson,Surrealism,landscape
4153.jpg,Gustav Klimt,Art Nouveau (Modern),portrait
1979.jpg,Utagawa Kuniyoshi,Ukiyo-e,battle painting
55437.jpg,Gerrit Dou,Baroque,self-portrait
95691.jpg,Konstantin Vasilyev,Symbolism,mythological painting
85275.jpg,Carlo Crivelli,Early Renaissance,religious painting
47158.jpg,Utagawa Kuniyoshi,Ukiyo-e,mythological painting
78340.jpg,George Frederick Watts,Academicism,portrait
4204.jpg,Giovanni Domenico Tiepolo,Rococo,genre painting
17833.jpg,Koloman Moser,Art Nouveau (Modern),design
69424.jpg,Paul Signac,Pointillism,marina
79613.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape
45614.jpg,Jacques-Louis David,Neoclassicism,portrait
1459.jpg,Utagawa Kuniyoshi,Ukiyo-e,mythological painting
40246.jpg,Jean-Francois Millet,Realism,genre painting
24221.jpg,Agnolo Bronzino,Mannerism (Late Renaissance),portrait
59451.jpg,James Tissot,Realism,portrait
